1.5645,0.047572,-0.01887,0.16547
1.5646,0.047702,-0.018267,0.16074
1.5647,0.047721,-0.017665,0.16013
1.5648,0.048057,-0.017063,0.15344
1.5649,0.047947,-0.016862,0.14929
1.565,0.048243,-0.01626,0.1475
1.5652,0.048437,-0.015457,0.14275
1.5653,0.048524,-0.015056,0.14235
1.5655,0.048477,-0.014454,0.13401
1.5657,0.048805,-0.01345,0.13301
1.5658,0.048864,-0.013048,0.12227
1.566,0.048949,-0.012245,0.11887
1.5662,0.049013,-0.011443,0.1129
1.5663,0.049036,-0.011041,0.1125
1.5666,0.0489,-0.010037,0.10374
1.5666,0.048904,-0.009636,0.096995
1.5668,0.04888,-0.008833,0.093616
1.5669,0.048867,-0.0084316,0.088083
1.5671,0.048823,-0.0076286,0.084718
1.5673,0.048943,-0.0070264,0.079007
1.5674,0.048905,-0.006625,0.074679
1.5675,0.04867,-0.0060227,0.07153
1.5677,0.048756,-0.0054205,0.067233
1.5678,0.048694,-0.0050191,0.062941
1.568,0.04856,-0.0042161,0.059621
1.5682,0.048416,-0.0034131,0.053803
1.5684,0.048259,-0.0026101,0.048008
1.5685,0.048023,-0.0020079,0.042437
1.5686,0.047976,-0.0014057,0.038196
1.5687,0.047882,-0.0010042,0.034053
1.5689,0.047567,-0.00040192,0.030997
1.569,0.047572,-0.030112,0.057159
1.5692,0.047243,-0.029209,0.02222
1.5693,0.04718,-0.028005,0.017771
1.5694,0.046782,-0.027102,0.013733
1.5696,0.046707,-0.026199,0.0096572
1.5697,0.046545,-0.025596,0.0056969
1.5699,0.045965,-0.024091,0.0020269
1.57,0.045797,-0.023489,-0.0038289
1.5701,0.045733,-0.022586,-0.0047243
1.5703,0.045272,-0.021683,-0.0077621
1.5704,0.045098,-0.02108,-0.011652
1.5705,0.044924,-0.020478,-0.015279
1.5705,0.044748,-0.019876,-0.020041
1.5707,0.044644,-0.018973,-0.023004
1.5709,0.044284,-0.017769,-0.027387
1.571,0.043919,-0.016865,-0.032357
1.5712,0.043551,-0.01536,-0.038144
1.5713,0.043365,-0.014758,-0.042468
1.5714,0.043178,-0.014457,-0.044742
1.5715,0.042732,-0.013252,-0.048171
1.5716,0.042616,-0.012349,-0.051633
1.5718,0.042229,-0.011446,-0.05554
1.5718,0.041974,-0.010843,-0.058956
1.572,0.041858,-0.0099402,-0.061716
1.5721,0.041417,-0.0093379,-0.065258
1.5722,0.041231,-0.0084346,-0.069127
1.5723,0.041118,-0.0078324,-0.071328
1.5725,0.040748,-0.0063267,-0.07596
1.5726,0.040378,-0.0051222,-0.080563
1.5727,0.040194,-0.0045199,-0.084776
1.5728,0.039753,-0.0036165,-0.087473
1.5729,0.039572,-0.0030142,-0.090637
1.573,0.039467,-0.0024119,-0.091234
1.5731,0.039032,-0.0012073,-0.097188
1.5733,0.038914,-0.00030383,-0.10033
1.5734,0.038568,-0.021808,-0.081496
1.5735,0.038144,-0.021307,-0.10814
1.5736,0.037945,-0.02114,-0.11116
1.5737,0.037814,-0.020471,-0.11388
1.5738,0.037617,-0.020136,-0.11709
1.5739,0.037155,-0.019802,-0.11935
1.574,0.037027,-0.019133,-0.12288
1.5741,0.036571,-0.018631,-0.12621
1.5742,0.036378,-0.018297,-0.12925
1.5743,0.036258,-0.017795,-0.13161
1.5744,0.036069,-0.017461,-0.13194
1.5746,0.03549,-0.016624,-0.13749
1.5747,0.035305,-0.016123,-0.14248
1.5748,0.03487,-0.015621,-0.14574
1.5749,0.034765,-0.015119,-0.14882
1.5749,0.034587,-0.014785,-0.14915
1.575,0.034408,-0.014617,-0.15208
1.5751,0.033975,-0.014116,-0.1562
1.5752,0.033799,-0.013614,-0.15921
1.5753,0.033705,-0.013112,-0.16133
1.5754,0.033532,-0.012778,-0.16167
1.5754,0.03336,-0.012443,-0.16639
1.5755,0.032937,-0.011941,-0.16859
1.5756,0.032768,-0.011607,-0.17135
1.5757,0.032601,-0.011272,-0.17336
1.5757,0.032434,-0.010938,-0.17536
1.5758,0.032339,-0.010436,-0.17752
1.5759,0.032177,-0.010269,-0.17769
1.576,0.031859,-0.0094323,-0.18282
1.5761,0.031452,-0.0089305,-0.18648
1.5762,0.031381,-0.0084286,-0.18928
1.5763,0.031223,-0.008094,-0.19211
1.5763,0.03082,-0.0075921,-0.1942
1.5764,0.030753,-0.0070902,-0.19696
1.5765,0.030354,-0.0065883,-0.19746
1.5766,0.0302,-0.0062537,-0.20024
1.5767,0.030139,-0.0057518,-0.20449
1.5768,0.029836,-0.019178,-0.19346
1.5769,0.029713,-0.018944,-0.21082
1.577,0.029257,-0.018593,-0.21281
1.5771,0.028927,-0.018124,-0.21554
1.5772,0.028849,-0.017773,-0.21903
1.5772,0.028436,-0.017422,-0.22183
1.5773,0.028521,-0.017305,-0.22194
1.5773,0.028356,-0.017071,-0.22527
1.5774,0.027941,-0.01672,-0.22716
1.5775,0.027861,-0.016486,-0.22739
1.5776,0.027446,-0.016018,-0.23243
1.5777,0.027367,-0.015667,-0.23488
1.5777,0.026952,-0.015316,-0.23757
1.5778,0.026871,-0.014965,-0.23791
1.5779,0.026734,-0.01473,-0.24252
1.578,0.026279,-0.014379,-0.24434
1.578,0.026197,-0.014028,-0.24671
1.5781,0.025783,-0.013677,-0.24929
1.5782,0.0257,-0.013326,-0.25164
1.5783,0.02528,-0.012975,-0.25418
1.5783,0.02511,-0.012741,-0.25637
1.5784,0.024939,-0.012506,-0.25661
1.5784,0.024768,-0.012389,-0.25943
1.5785,0.024678,-0.011921,-0.26126
1.5785,0.024505,-0.011687,-0.26357
1.5786,0.024154,-0.011219,-0.26535
1.5787,0.023721,-0.010867,-0.26831
1.5788,0.023543,-0.01075,-0.27024
1.5788,0.023427,-0.010282,-0.272
1.5789,0.023074,-0.0099308,-0.2743
1.579,0.022633,-0.0095795,-0.27716
1.5791,0.022525,-0.0091111,-0.27934
1.5791,0.022339,-0.0088769,-0.28146
1.5792,0.02196,-0.0084085,-0.28311
1.5792,0.021505,-0.0080572,-0.2858
1.5793,0.02131,-0.018088,-0.27739
1.5794,0.020919,-0.017727,-0.28914
1.5794,0.020773,-0.017456,-0.29176
1.5795,0.020347,-0.017095,-0.29394
1.5796,0.019912,-0.016825,-0.29647
1.5796,0.019623,-0.016644,-0.29824
1.5797,0.0194,-0.016464,-0.29946
1.5797,0.019235,-0.016193,-0.30079
1.5798,0.01873,-0.015922,-0.30107
1.5798,0.018502,-0.015742,-0.30294
1.5799,0.018038,-0.015381,-0.30576
1.5799,0.017804,-0.0152,-0.30793
1.58,0.017328,-0.014839,-0.30927
1.58,0.017136,-0.014568,-0.31144
1.5801,0.016845,-0.014478,-0.31303
1.5801,0.016347,-0.014117,-0.31374
1.5802,0.01585,-0.013756,-0.31589
1.5802,0.015622,-0.013575,-0.31779
1.5803,0.015073,-0.013214,-0.31948
1.5803,0.014814,-0.013034,-0.3208
1.5804,0.014288,-0.012673,-0.32195
1.5804,0.014023,-0.012492,-0.32367
1.5804,0.013753,-0.012311,-0.32385
1.5804,0.013787,-0.012221,-0.3254
1.5805,0.013206,-0.01195,-0.32614
1.5805,0.012929,-0.01177,-0.32632
1.5805,0.012652,-0.011589,-0.32811
1.5806,0.01209,-0.011228,-0.32913
1.5806,0.011807,-0.011137,-0.33048
1.5806,0.011545,-0.010867,-0.33074
1.5807,0.010996,-0.010415,-0.33274
1.5807,0.01066,-0.010234,-0.33408
1.5807,0.010049,-0.0099634,-0.33485
1.5808,0.0097511,-0.0098731,-0.33559
1.5808,0.0094513,-0.0096021,-0.33631
1.5808,0.0088454,-0.0092408,-0.33716
1.5808,0.0088625,-0.0092408,-0.33715
1.5808,0.0082316,-0.017061,-0.33048
1.5809,0.0076109,-0.016767,-0.33947
1.5809,0.0072975,-0.016546,-0.34047
1.5809,0.006971,-0.016399,-0.34126
1.5809,0.0063059,-0.016179,-0.34181
1.5809,0.0059741,-0.016032,-0.34232
1.581,0.0056437,-0.015811,-0.34281
1.581,0.0049589,-0.015517,-0.34359
1.581,0.0042865,-0.015296,-0.34426
1.581,0.0039479,-0.015149,-0.34458
1.581,0.0036042,-0.014929,-0.34496
1.581,0.0032634,-0.014855,-0.34504
1.581,0.0029145,-0.014635,-0.34551
1.581,0.0022233,-0.014488,-0.34591
1.581,0.0018739,-0.014267,-0.34606
1.581,0.0018684,-0.014194,-0.34622
1.581,0.0011702,-0.013973,-0.34656
1.5811,0.00081691,-0.013826,-0.34661
1.5811,0.00010799,-0.013532,-0.34687
1.5811,-0.00025394,-0.013311,-0.34697
1.581,-0.00096105,-0.013091,-0.34716
1.581,-0.0012604,-0.012943,-0.34731
1.581,-0.0020472,-0.012649,-0.34719
1.581,-0.0024147,-0.012429,-0.347
1.581,-0.0031344,-0.012134,-0.34706
1.581,-0.0038477,-0.011914,-0.34678
1.581,-0.0042119,-0.01184,-0.3463
1.581,-0.0045883,-0.011546,-0.3462
1.581,-0.0053042,-0.011325,-0.34607
1.581,-0.0053173,-0.011252,-0.34614
1.581,-0.0056701,-0.011178,-0.34554
1.581,-0.0060356,-0.011031,-0.34528
1.5809,-0.0064139,-0.010884,-0.34499
1.5809,-0.007132,-0.010589,-0.34464
1.5809,-0.0074982,-0.010442,-0.34479
1.5809,-0.007804,-0.010295,-0.34417
1.5809,-0.0074541,-0.010148,-0.34331
1.5808,-0.0083829,-0.0099272,-0.34338
1.5808,-0.0091472,-0.016492,-0.33574
1.5808,-0.0098826,-0.016244,-0.34148
1.5807,-0.010286,-0.016058,-0.3407
1.5807,-0.010666,-0.015934,-0.33993
1.5807,-0.011046,-0.01581,-0.33937
1.5807,-0.011787,-0.015624,-0.33885
1.5807,-0.011807,-0.015562,-0.33891
1.5806,-0.012186,-0.015438,-0.33782
1.5806,-0.013306,-0.015128,-0.33709
1.5805,-0.013706,-0.014942,-0.33513
1.5805,-0.014065,-0.01488,-0.3352
1.5805,-0.01483,-0.014631,-0.33373
1.5804,-0.015207,-0.014507,-0.33204
1.5804,-0.015599,-0.014321,-0.33128
1.5803,-0.01633,-0.014135,-0.33014
